Match_ID,T1P1,T1P2,T1P3,T1P4,T1P5,T1P6,T1P7,T1P8,T1P9,T1P10,T1P11,T2P1,T2P2,T2P3,T2P4,T2P5,T2P6,T2P7,T2P8,T2P9,T2P10,T2P11,T1P1_ID,T1P2_ID,T1P3_ID,T1P4_ID,T1P5_ID,T1P6_ID,T1P7_ID,T1P8_ID,T1P9_ID,T1P10_ID,T1P11_ID,T2P1_ID,T2P2_ID,T2P3_ID,T2P4_ID,T2P5_ID,T2P6_ID,T2P7_ID,T2P8_ID,T2P9_ID,T2P10_ID,T2P11_ID
548333,DPMD Jayawardene,V Sehwag,KP Pietersen,IK Pathan,P Negi,LRPL Taylor,Y Nagar,NV Ojha,M Morkel,S Nadeem,UT Yadav,RV Uthappa,JD Ryder,SC Ganguly,SPD Smith,AD Mathews,MK Pandey,AC Thomas,M Manhas,M Kartik,R Sharma,A Nehra,90168,90619,90294,90220,90411,90316,90640,90400,90326,90509,90616,90494,90238,90530,90567,90040,90359,90036,90324,90322,90453,90013
548332,S Badrinath,F du Plessis,SK Raina,MS Dhoni,DJ Bravo,RA Jadeja,WP Saha,R Ashwin,KMDN Kulasekara,SB Jakati,DE Bollinger,R Dravid,AM Rahane,OA Shah,AL Menaria,BJ Hodge,SP Goswami,STR Binny,KK Cooper,GB Hogg,A Singh,SK Trivedi,90499,90182,90549,90378,90149,90459,90636,90440,90292,90526,90146,90444,90054,90402,90052,90104,90564,90579,90285,90189,90016,90550
548331,N Saini,PC Valthaty,SE Marsh,DJ Hussey,DA Miller,Mandeep Singh,Azhar Mahmood,PP Chawla,P Awana,P Kumar,Harmeet Singh,MA Agarwal,CH Gayle,V Kohli,SS Tiwary,AB de Villiers,AB McDonald,DL Vettori,KB Arun Karthik,R Vinay Kumar,HV Patel,Z Khan,90388,90423,90535,90152,90141,90340,90082,90431,90406,90410,90204,90336,90118,90617,90577,90028,90030,90162,90278,90457,90214,90652
548330,F du Plessis,S Badrinath,SK Raina,MS Dhoni,DJ Bravo,RA Jadeja,WP Saha,KMDN Kulasekara,R Ashwin,SB Jakati,DE Bollinger,RV Uthappa,JD Ryder,SC Ganguly,MK Pandey,MN Samuels,SPD Smith,AD Mathews,B Kumar,M Kartik,R Sharma,A Nehra,90182,90499,90549,90378,90149,90459,90636,90292,90440,90526,90146,90494,90238,90530,90359,90365,90567,90040,90087,90322,90453,90013
548321,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,LRPL Taylor,IK Pathan,Y Nagar,AB Agarkar,M Morkel,UT Yadav,S Nadeem,KC Sangakkara,S Dhawan,PA Patel,DT Christian,JP Duminy,B Chipli,AA Jhunjhunwala,DW Steyn,A Mishra,Ankit Sharma,V Pratap Singh,90400,90619,90294,90168,90316,90220,90640,90026,90326,90616,90509,90280,90501,90418,90175,90256,90084,90023,90177,90010,90061,90618
548328,AC Gilchrist,PC Valthaty,SE Marsh,Mandeep Singh,DJ Hussey,P Dogra,AD Mascarenhas,PP Chawla,Harmeet Singh,P Kumar,BA Bhatt,BB McCullum,G Gambhir,MS Bisla,JH Kallis,MK Tiwary,YK Pathan,R Bhatia,DB Das,SP Narine,L Balaji,B Lee,90035,90423,90535,90340,90152,90408,90039,90431,90204,90410,90093,90097,90187,90377,90244,90360,90647,90441,90144,90566,90303,90089
548327,TM Dilshan,CH Gayle,MA Agarwal,V Kohli,SS Tiwary,AB de Villiers,DL Vettori,R Vinay Kumar,Z Khan,HV Patel,KP Appanna,RV Uthappa,JD Ryder,SC Ganguly,MN Samuels,SPD Smith,AD Mathews,M Manhas,B Kumar,R Sharma,AB Dinda,A Nehra,90603,90118,90336,90617,90577,90028,90162,90457,90652,90214,90293,90494,90238,90530,90365,90567,90040,90324,90087,90453,90029,90013
548326,R Dravid,AM Rahane,AL Menaria,OA Shah,BJ Hodge,J Botha,DH Yagnik,GB Hogg,A Singh,SK Trivedi,Pankaj Singh,KC Sangakkara,S Dhawan,DT Christian,JP Duminy,B Chipli,T Mishra,AA Jhunjhunwala,Ankit Sharma,A Mishra,DW Steyn,Anand Rajan,90444,90054,90052,90402,90104,90227,90148,90189,90016,90550,90420,90280,90501,90175,90256,90084,90951,90023,90061,90010,90177,90059
548325,RE Levi,DJ Jacobs,RG Sharma,AT Rayudu,KA Pollard,KD Karthik,Harbhajan Singh,CJ McKay,RP Singh,PP Ojha,MM Patel,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,LRPL Taylor,IK Pathan,Y Nagar,AB Agarkar,M Morkel,UT Yadav,S Nadeem,90468,90153,90471,90078,90272,90281,90203,90125,90480,90432,90363,90400,90619,90294,90168,90316,90220,90640,90026,90326,90616,90509
548324,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,M Kaif,DL Vettori,R Vinay Kumar,Z Khan,S Aravind,M Muralitharan,R Dravid,AM Rahane,OA Shah,BJ Hodge,AL Menaria,J Botha,GB Hogg,SP Goswami,A Singh,SK Trivedi,Pankaj Singh,90336,90118,90617,90028,90577,90321,90162,90457,90652,90497,90327,90444,90054,90402,90104,90052,90227,90189,90564,90016,90550,90420
548323,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,Shakib Al Hasan,YK Pathan,DB Das,RN ten Doeschate,R Bhatia,SP Narine,JD Unadkat,AC Gilchrist,Mandeep Singh,SE Marsh,DJ Hussey,P Dogra,Bipul Sharma,AD Mascarenhas,PP Chawla,P Kumar,Harmeet Singh,BA Bhatt,90244,90187,90377,90360,90539,90647,90144,90478,90441,90566,90239,90035,90340,90535,90152,90408,90102,90039,90431,90410,90204,90093
548322,RV Uthappa,JD Ryder,SC Ganguly,MN Samuels,SPD Smith,AD Mathews,M Manhas,R Sharma,M Kartik,AB Dinda,A Nehra,F du Plessis,M Vijay,SK Raina,MS Dhoni,RA Jadeja,JA Morkel,DJ Bravo,S Badrinath,KMDN Kulasekara,R Ashwin,VY Mahesh,90494,90238,90530,90365,90567,90040,90324,90453,90322,90029,90013,90182,90334,90549,90378,90459,90232,90149,90499,90292,90440,90631
548320,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,Shakib Al Hasan,YK Pathan,RN ten Doeschate,DB Das,R Bhatia,L Balaji,SP Narine,R Dravid,AM Rahane,AL Menaria,SP Goswami,OA Shah,BJ Hodge,J Botha,GB Hogg,AA Chavan,A Singh,SK Trivedi,90244,90187,90377,90360,90539,90647,90478,90144,90441,90303,90566,90444,90054,90052,90564,90402,90104,90227,90189,90022,90016,90550
548319,PC Valthaty,AC Gilchrist,SE Marsh,Mandeep Singh,PP Chawla,DJ Hussey,AD Mascarenhas,P Awana,Bipul Sharma,Harmeet Singh,P Kumar,JD Ryder,SC Ganguly,MN Samuels,RV Uthappa,AD Mathews,M Manhas,SPD Smith,MK Pandey,R Sharma,A Nehra,AB Dinda,90423,90035,90535,90340,90431,90152,90039,90406,90102,90204,90410,90238,90530,90365,90494,90040,90324,90567,90359,90453,90013,90029
548318,M Vijay,F du Plessis,SK Raina,MS Dhoni,DJ Bravo,JA Morkel,RA Jadeja,S Badrinath,R Ashwin,SB Jakati,DE Bollinger,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,RR Bhatkal,CA Pujara,DL Vettori,R Vinay Kumar,Z Khan,M Muralitharan,90334,90182,90549,90378,90149,90232,90459,90499,90440,90526,90146,90336,90118,90617,90028,90577,90481,90117,90162,90457,90652,90327
548317,RE Levi,TL Suman,RG Sharma,AT Rayudu,KA Pollard,KD Karthik,JEC Franklin,Harbhajan Singh,SL Malinga,PP Ojha,MM Patel,R Dravid,AM Rahane,SP Goswami,OA Shah,AL Menaria,J Botha,KK Cooper,AA Chavan,GB Hogg,A Singh,SK Trivedi,90468,90602,90471,90078,90272,90281,90243,90203,90552,90432,90363,90444,90054,90564,90402,90052,90227,90285,90022,90189,90016,90550
548316,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,RE van der Merwe,Y Venugopal Rao,Y Nagar,IK Pathan,M Morkel,UT Yadav,S Nadeem,F du Plessis,M Vijay,SK Raina,S Badrinath,RA Jadeja,DJ Bravo,MS Dhoni,JA Morkel,R Ashwin,SB Jakati,DE Bollinger,90400,90619,90294,90168,90469,90642,90640,90220,90326,90616,90509,90182,90334,90549,90499,90459,90149,90378,90232,90440,90526,90146
548315,CA Pujara,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,MA Agarwal,DL Vettori,R Vinay Kumar,HV Patel,Z Khan,M Muralitharan,JH Kallis,G Gambhir,MS Bisla,YK Pathan,MK Tiwary,RN ten Doeschate,Shakib Al Hasan,LR Shukla,B Lee,R Bhatia,L Balaji,90117,90118,90617,90028,90577,90336,90162,90457,90214,90652,90327,90244,90187,90377,90647,90360,90478,90539,90315,90089,90441,90303
548314,PA Patel,S Dhawan,B Chipli,DT Christian,KC Sangakkara,CL White,DB Ravi Teja,A Mishra,DW Steyn,Ankit Sharma,Anand Rajan,TL Suman,RE Levi,RG Sharma,AT Rayudu,KA Pollard,KD Karthik,JEC Franklin,Harbhajan Singh,SL Malinga,PP Ojha,MM Patel,90418,90501,90084,90175,90280,90128,90145,90010,90177,90061,90059,90602,90468,90471,90078,90272,90281,90243,90203,90552,90432,90363
548313,JD Ryder,SC Ganguly,MN Samuels,RV Uthappa,CJ Ferguson,SPD Smith,MK Pandey,R Sharma,M Kartik,AB Dinda,A Nehra,AC Gilchrist,PC Valthaty,Mandeep Singh,AM Nayar,DJ Hussey,PP Chawla,AD Mascarenhas,Bipul Sharma,JP Faulkner,P Kumar,Harmeet Singh,90238,90530,90365,90494,90122,90567,90359,90453,90322,90029,90013,90035,90423,90340,90053,90152,90431,90039,90102,90257,90410,90204
548312,R Dravid,AM Rahane,SP Goswami,AL Menaria,BJ Hodge,OA Shah,KK Cooper,J Botha,AA Chavan,A Singh,SK Trivedi,JH Kallis,BB McCullum,G Gambhir,MK Tiwary,DB Das,YK Pathan,R Bhatia,LR Shukla,B Lee,SP Narine,Iqbal Abdulla,90444,90054,90564,90052,90104,90402,90285,90227,90022,90016,90550,90244,90097,90187,90360,90144,90647,90441,90315,90089,90566,90222
548311,DJ Harris,S Dhawan,PA Patel,CL White,B Chipli,DT Christian,MS Gony,DB Ravi Teja,Ankit Sharma,DW Steyn,TP Sudhindra,M Vijay,F du Plessis,SK Raina,S Badrinath,RA Jadeja,MS Dhoni,DJ Bravo,JA Morkel,R Ashwin,SB Jakati,DE Bollinger,90150,90501,90418,90128,90084,90175,90379,90145,90061,90177,90606,90334,90182,90549,90499,90459,90378,90149,90232,90440,90526,90146
548310,AB McDonald,CA Pujara,V Kohli,AB de Villiers,SS Tiwary,MA Agarwal,DL Vettori,R Vinay Kumar,HV Patel,Z Khan,M Muralitharan,AJ Finch,V Sehwag,NV Ojha,Y Venugopal Rao,GJ Maxwell,Y Nagar,IK Pathan,DAJ Bracewell,M Morkel,UT Yadav,S Nadeem,90030,90117,90617,90028,90577,90336,90162,90457,90214,90652,90327,90046,90619,90400,90642,90197,90640,90220,90143,90326,90616,90509
548309,R Dravid,AM Rahane,AL Menaria,BJ Hodge,OA Shah,KK Cooper,J Botha,AA Chavan,SP Goswami,A Singh,SK Trivedi,AC Gilchrist,PC Valthaty,SE Marsh,AM Nayar,DJ Hussey,Mandeep Singh,Bipul Sharma,PP Chawla,JP Faulkner,P Kumar,Harmeet Singh,90444,90054,90052,90104,90402,90285,90227,90022,90564,90016,90550,90035,90423,90535,90053,90152,90340,90102,90431,90257,90410,90204
548308,RE Levi,AT Rayudu,RG Sharma,JEC Franklin,KD Karthik,SA Yadav,KA Pollard,Harbhajan Singh,SL Malinga,PP Ojha,MM Patel,MK Pandey,SC Ganguly,WD Parnell,RV Uthappa,CJ Ferguson,SPD Smith,MN Samuels,B Kumar,M Kartik,R Sharma,AB Dinda,90468,90078,90471,90243,90281,90521,90272,90203,90552,90432,90363,90359,90530,90635,90494,90122,90567,90365,90087,90322,90453,90029
548307,BB McCullum,JH Kallis,G Gambhir,MK Tiwary,YK Pathan,DB Das,LR Shukla,R Bhatia,B Lee,Iqbal Abdulla,M de Lange,AJ Finch,V Sehwag,IK Pathan,GJ Maxwell,NV Ojha,Y Venugopal Rao,M Morkel,Y Nagar,RE van der Merwe,UT Yadav,S Nadeem,90097,90244,90187,90360,90647,90144,90315,90441,90089,90222,90319,90046,90619,90220,90197,90400,90642,90326,90640,90469,90616,90509
548306,F du Plessis,M Vijay,SK Raina,DJ Bravo,JA Morkel,S Badrinath,MS Dhoni,RA Jadeja,R Ashwin,SB Jakati,DE Bollinger,RE Levi,SR Tendulkar,RG Sharma,AT Rayudu,JEC Franklin,KD Karthik,KA Pollard,Harbhajan Singh,SL Malinga,AN Ahmed,PP Ojha,90182,90334,90549,90149,90232,90499,90378,90459,90440,90526,90146,90468,90568,90471,90078,90243,90281,90272,90203,90552,90057,90432
501271,MEK Hussey,M Vijay,MS Dhoni,SK Raina,JA Morkel,S Badrinath,DJ Bravo,WP Saha,R Ashwin,DE Bollinger,SB Jakati,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,LA Pomersbach,SS Tiwary,DL Vettori,A Mithun,Z Khan,J Syed Mohammad,S Aravind,90347,90334,90378,90549,90232,90499,90149,90636,90440,90146,90526,90336,90118,90617,90028,90307,90577,90162,90011,90652,90229,90497
501270,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,LA Pomersbach,SS Tiwary,DL Vettori,S Aravind,A Mithun,Z Khan,J Syed Mohammad,AC Blizzard,SR Tendulkar,Harbhajan Singh,RG Sharma,JEC Franklin,AT Rayudu,KA Pollard,R Sathish,SL Malinga,AN Ahmed,MM Patel,90336,90118,90617,90028,90307,90577,90162,90497,90011,90652,90229,90034,90568,90203,90471,90243,90078,90272,90452,90552,90057,90363
501269,AC Blizzard,SR Tendulkar,RG Sharma,AT Rayudu,JEC Franklin,KA Pollard,TL Suman,Harbhajan Singh,DS Kulkarni,MM Patel,SL Malinga,G Gambhir,JH Kallis,SP Goswami,MK Tiwary,YK Pathan,RN ten Doeschate,Shakib Al Hasan,R Bhatia,B Lee,L Balaji,Iqbal Abdulla,90034,90568,90471,90078,90243,90272,90602,90203,90173,90363,90552,90187,90244,90564,90360,90647,90478,90539,90441,90089,90303,90222
501268,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,LA Pomersbach,SS Tiwary,M Kaif,DL Vettori,S Aravind,A Mithun,Z Khan,MEK Hussey,M Vijay,SK Raina,S Badrinath,MS Dhoni,JA Morkel,DJ Bravo,WP Saha,R Ashwin,DE Bollinger,SB Jakati,90336,90118,90617,90028,90307,90577,90321,90162,90497,90011,90652,90347,90334,90549,90499,90378,90232,90149,90636,90440,90146,90526
501267,JH Kallis,SP Goswami,G Gambhir,MK Tiwary,YK Pathan,RN ten Doeschate,R Bhatia,Shakib Al Hasan,B Lee,L Balaji,Iqbal Abdulla,TL Suman,SR Tendulkar,Harbhajan Singh,RG Sharma,KA Pollard,JEC Franklin,AT Rayudu,R Sathish,AN Ahmed,RW Price,SL Malinga,90244,90564,90187,90360,90647,90478,90441,90539,90089,90303,90222,90602,90568,90203,90471,90272,90243,90078,90452,90057,90495,90552
501266,AB de Villiers,CH Gayle,V Kohli,SS Tiwary,MA Agarwal,M Kaif,LA Pomersbach,DL Vettori,S Aravind,A Mithun,Z Khan,MEK Hussey,M Vijay,SK Raina,S Badrinath,WP Saha,MS Dhoni,DJ Bravo,JA Morkel,R Ashwin,SB Jakati,DE Bollinger,90028,90118,90617,90577,90336,90321,90307,90162,90497,90011,90652,90347,90334,90549,90499,90636,90378,90149,90232,90440,90526,90146
501265,NV Ojha,DA Warner,MS Wade,CA Ingram,Y Venugopal Rao,JR Hopes,IK Pathan,Y Nagar,VR Aaron,UT Yadav,AB Dinda,MK Pandey,JP Faulkner,SC Ganguly,RV Uthappa,Yuvraj Singh,CJ Ferguson,S Rana,MR Marsh,SS Mundhe,R Sharma,AC Thomas,90400,90142,90380,90115,90642,90260,90220,90640,90625,90616,90029,90359,90257,90530,90494,90650,90122,90511,90376,90573,90453,90036
501264,PC Valthaty,AC Gilchrist,SE Marsh,KD Karthik,R McLaren,AM Nayar,Mandeep Singh,PP Chawla,RJ Harris,P Kumar,BA Bhatt,S Dhawan,DB Ravi Teja,JP Duminy,CL White,KH Devdhar,B Chipli,DT Christian,PP Ojha,A Mishra,DW Steyn,Anand Rajan,90423,90035,90535,90281,90445,90053,90340,90431,90472,90410,90093,90501,90145,90256,90128,90952,90084,90175,90432,90010,90177,90059
501263,TL Suman,SR Tendulkar,AT Rayudu,RG Sharma,KA Pollard,JEC Franklin,Harbhajan Singh,A Symonds,DS Kulkarni,MM Patel,SL Malinga,SR Watson,R Dravid,J Botha,AL Menaria,AM Rahane,LRPL Taylor,PR Shah,AA Chavan,SK Warne,A Singh,SK Trivedi,90602,90568,90078,90471,90272,90243,90203,90017,90173,90363,90552,90569,90444,90227,90052,90054,90316,90434,90022,90551,90016,90550
501262,JD Ryder,MK Pandey,CJ Ferguson,SC Ganguly,RV Uthappa,Yuvraj Singh,S Rana,WD Parnell,AC Thomas,R Sharma,B Kumar,G Gambhir,SP Goswami,MK Tiwary,YK Pathan,R Bhatia,JH Kallis,RN ten Doeschate,Shakib Al Hasan,B Lee,L Balaji,Iqbal Abdulla,90238,90359,90122,90530,90494,90650,90511,90635,90036,90453,90087,90187,90564,90360,90647,90441,90244,90478,90539,90089,90303,90222
501261,MEK Hussey,M Vijay,SK Raina,S Badrinath,WP Saha,MS Dhoni,JA Morkel,DJ Bravo,R Ashwin,DE Bollinger,SB Jakati,PA Patel,BB McCullum,Y Gnaneswara Rao,BJ Hodge,RA Jadeja,OA Shah,KM Jadhav,R Vinay Kumar,M Muralitharan,RP Singh,S Sreesanth,90347,90334,90549,90499,90636,90378,90232,90149,90440,90146,90526,90418,90097,90639,90104,90459,90402,90290,90457,90327,90480,90515
501260,PC Valthaty,AC Gilchrist,SE Marsh,DJ Hussey,KD Karthik,Mandeep Singh,AM Nayar,SJ Srivastava,PP Chawla,P Kumar,RJ Harris,CH Gayle,SS Tiwary,V Kohli,AB de Villiers,AUK Pathan,M Kaif,KB Arun Karthik,JJ van der Wath,A Mithun,CK Langeveldt,S Aravind,90423,90035,90535,90152,90281,90340,90053,90548,90431,90410,90472,90118,90577,90617,90028,90080,90321,90278,90247,90011,90127,90497
501259,JD Ryder,MK Pandey,SC Ganguly,RV Uthappa,Yuvraj Singh,M Manhas,CJ Ferguson,MR Marsh,WD Parnell,B Kumar,R Sharma,S Sohal,S Dhawan,KC Sangakkara,JP Duminy,DT Christian,B Chipli,DB Ravi Teja,PP Ojha,A Mishra,I Sharma,DW Steyn,90238,90359,90530,90494,90650,90324,90122,90376,90635,90087,90453,90514,90501,90280,90256,90175,90084,90145,90432,90010,90216,90177
501258,BB McCullum,DPMD Jayawardene,PA Patel,BJ Hodge,OA Shah,RA Jadeja,RP Singh,P Parameswaran,P Prasanth,S Sreesanth,Y Gnaneswara Rao,FY Fazal,R Dravid,SR Watson,AM Rahane,AL Menaria,PR Shah,JDP Oram,SK Warne,AA Chavan,SW Tait,ND Doshi,90097,90168,90418,90104,90402,90459,90480,90412,90413,90515,90639,90186,90444,90569,90054,90052,90434,90240,90551,90022,90584,90391
501257,PC Valthaty,AC Gilchrist,SE Marsh,KD Karthik,DJ Hussey,Mandeep Singh,RJ Harris,PP Chawla,SJ Srivastava,P Kumar,BA Bhatt,NV Ojha,DA Warner,Y Venugopal Rao,S Sriram,IK Pathan,JR Hopes,TR Birt,Y Nagar,M Morkel,VR Aaron,AM Salvi,90423,90035,90535,90281,90152,90340,90472,90431,90548,90410,90093,90400,90142,90642,90516,90220,90260,90607,90640,90326,90625,90055
501255,CH Gayle,LA Pomersbach,V Kohli,AB de Villiers,M Kaif,KB Arun Karthik,SS Tiwary,A Mithun,Z Khan,S Aravind,CK Langeveldt,JH Kallis,EJG Morgan,G Gambhir,MK Tiwary,YK Pathan,MV Boucher,R Bhatia,Iqbal Abdulla,B Lee,L Balaji,JD Unadkat,90118,90307,90617,90028,90321,90278,90577,90011,90652,90497,90127,90244,90179,90187,90360,90647,90384,90441,90222,90089,90303,90239
501256,SR Tendulkar,AC Blizzard,AT Rayudu,RG Sharma,A Symonds,TL Suman,KA Pollard,Harbhajan Singh,SL Malinga,DS Kulkarni,MM Patel,MJ Lumb,S Sohal,KC Sangakkara,JP Duminy,B Chipli,DT Christian,S Dhawan,A Mishra,PP Ojha,I Sharma,Anand Rajan,90568,90034,90078,90471,90017,90602,90272,90203,90552,90173,90363,90355,90514,90280,90256,90084,90175,90501,90010,90432,90216,90059
501254,BB McCullum,DPMD Jayawardene,RA Jadeja,BJ Hodge,OA Shah,PA Patel,RV Gomez,R Vinay Kumar,RP Singh,P Parameswaran,S Sreesanth,AC Gilchrist,PC Valthaty,SE Marsh,KD Karthik,DJ Hussey,Mandeep Singh,Bipul Sharma,SJ Srivastava,PP Chawla,RJ Harris,BA Bhatt,90097,90168,90459,90104,90402,90418,90492,90457,90480,90412,90515,90035,90423,90535,90281,90152,90340,90102,90548,90431,90472,90093
501253,MEK Hussey,M Vijay,SK Raina,S Badrinath,MS Dhoni,WP Saha,JA Morkel,DJ Bravo,R Ashwin,DE Bollinger,SB Jakati,NV Ojha,DA Warner,CA Ingram,IK Pathan,Y Venugopal Rao,JR Hopes,AB McDonald,Y Nagar,AB Agarkar,S Nadeem,VR Aaron,90347,90334,90549,90499,90378,90636,90232,90149,90440,90146,90526,90400,90142,90115,90220,90642,90260,90030,90640,90026,90509,90625
501252,SR Watson,R Dravid,AM Rahane,J Botha,LRPL Taylor,AL Menaria,AS Raut,DH Yagnik,SK Warne,SK Trivedi,Pankaj Singh,CH Gayle,TM Dilshan,V Kohli,AB de Villiers,KB Arun Karthik,M Kaif,SS Tiwary,AA Kazi,Z Khan,S Aravind,CK Langeveldt,90569,90444,90054,90227,90316,90052,90074,90148,90551,90550,90420,90118,90603,90617,90028,90278,90321,90577,90024,90652,90497,90127
501251,PC Valthaty,AC Gilchrist,SE Marsh,KD Karthik,DJ Hussey,Mandeep Singh,Bipul Sharma,RJ Harris,P Kumar,SJ Srivastava,BA Bhatt,AC Blizzard,SR Tendulkar,RG Sharma,A Symonds,AT Rayudu,TL Suman,KA Pollard,Harbhajan Singh,DS Kulkarni,SL Malinga,MM Patel,90423,90035,90535,90281,90152,90340,90102,90472,90410,90548,90093,90034,90568,90471,90017,90078,90602,90272,90203,90173,90552,90363
501250,S Dhawan,DB Ravi Teja,KC Sangakkara,JP Duminy,DT Christian,B Chipli,S Sohal,A Mishra,DW Steyn,I Sharma,PP Ojha,JD Ryder,MK Pandey,SC Ganguly,RV Uthappa,Yuvraj Singh,CJ Ferguson,MR Marsh,WD Parnell,SB Wagh,R Sharma,B Kumar,90501,90145,90280,90256,90175,90084,90514,90010,90177,90216,90432,90238,90359,90530,90494,90650,90122,90376,90635,90529,90453,90087
501249,SR Watson,R Dravid,AM Rahane,LRPL Taylor,AL Menaria,J Botha,AS Raut,DH Yagnik,A Singh,SK Trivedi,SK Warne,MEK Hussey,M Vijay,SK Raina,MS Dhoni,JA Morkel,S Badrinath,DJ Bravo,WP Saha,R Ashwin,DE Bollinger,SB Jakati,90569,90444,90054,90316,90052,90227,90074,90148,90016,90550,90551,90347,90334,90549,90378,90232,90499,90149,90636,90440,90146,90526
501248,AC Gilchrist,PC Valthaty,SE Marsh,KD Karthik,DJ Hussey,Mandeep Singh,SD Chitnis,RJ Harris,P Kumar,SJ Srivastava,BA Bhatt,JD Ryder,MK Pandey,RV Uthappa,Yuvraj Singh,CJ Ferguson,AA Jhunjhunwala,MR Marsh,SB Wagh,R Sharma,WD Parnell,B Kumar,90035,90423,90535,90281,90152,90340,90532,90472,90410,90548,90093,90238,90359,90494,90650,90122,90023,90376,90529,90453,90635,90087
501247,CH Gayle,TM Dilshan,V Kohli,AB de Villiers,CA Pujara,M Kaif,SS Tiwary,DL Vettori,Z Khan,S Aravind,A Mithun,M Klinger,BB McCullum,PA Patel,DPMD Jayawardene,BJ Hodge,RA Jadeja,RV Gomez,R Vinay Kumar,RR Powar,RP Singh,P Parameswaran,90118,90603,90617,90028,90117,90321,90577,90162,90652,90497,90011,90323,90097,90418,90168,90104,90459,90492,90457,90484,90480,90412
501246,AC Blizzard,SR Tendulkar,AT Rayudu,RG Sharma,KA Pollard,A Symonds,TL Suman,DS Kulkarni,Harbhajan Singh,MM Patel,SL Malinga,V Sehwag,DA Warner,CA Ingram,NV Ojha,Y Venugopal Rao,JR Hopes,IK Pathan,Y Nagar,AB Agarkar,M Morkel,S Nadeem,90034,90568,90078,90471,90272,90017,90602,90173,90203,90363,90552,90619,90142,90115,90400,90642,90260,90220,90640,90026,90326,90509
501245,EJG Morgan,JH Kallis,G Gambhir,MK Tiwary,YK Pathan,MV Boucher,R Bhatia,Iqbal Abdulla,B Lee,L Balaji,JD Unadkat,MEK Hussey,M Vijay,SK Raina,S Badrinath,JA Morkel,MS Dhoni,WP Saha,R Ashwin,DE Bollinger,SB Jakati,S Randiv,90179,90244,90187,90360,90647,90384,90441,90222,90089,90303,90239,90347,90334,90549,90499,90232,90378,90636,90440,90146,90526,90512
501244,CH Gayle,TM Dilshan,V Kohli,AB de Villiers,SS Tiwary,AUK Pathan,M Kaif,A Mithun,DL Vettori,Z Khan,S Aravind,AC Gilchrist,PC Valthaty,AM Nayar,SE Marsh,KD Karthik,Sunny Singh,R McLaren,PP Chawla,RJ Harris,P Kumar,L Ablish,90118,90603,90617,90028,90577,90080,90321,90011,90162,90652,90497,90035,90423,90053,90535,90281,90581,90445,90431,90472,90410,90302
501243,S Dhawan,DB Ravi Teja,KC Sangakkara,JP Duminy,DT Christian,B Chipli,I Malhotra,S Sohal,A Mishra,DW Steyn,I Sharma,AJ Finch,V Sehwag,NV Ojha,Y Venugopal Rao,TR Birt,IK Pathan,JR Hopes,Y Nagar,M Morkel,AB Agarkar,AM Salvi,90501,90145,90280,90256,90175,90084,90215,90514,90010,90177,90216,90046,90619,90400,90642,90607,90220,90260,90640,90326,90026,90055
501242,BB McCullum,M Klinger,PA Patel,DPMD Jayawardene,RA Jadeja,BJ Hodge,RV Gomez,R Vinay Kumar,RP Singh,S Sreesanth,P Parameswaran,JH Kallis,EJG Morgan,G Gambhir,MK Tiwary,YK Pathan,MV Boucher,B Lee,R Bhatia,Iqbal Abdulla,S Ladda,JD Unadkat,90097,90323,90418,90168,90459,90104,90492,90457,90480,90515,90412,90244,90179,90187,90360,90647,90384,90089,90441,90222,90506,90239
501241,JD Ryder,MK Pandey,GC Smith,AA Jhunjhunwala,Yuvraj Singh,RV Uthappa,M Manhas,SB Wagh,R Sharma,JE Taylor,AC Thomas,AC Blizzard,SR Tendulkar,AT Rayudu,RG Sharma,TL Suman,KA Pollard,A Symonds,Harbhajan Singh,DS Kulkarni,MM Patel,SL Malinga,90238,90359,90190,90023,90650,90494,90324,90529,90453,90242,90036,90034,90568,90078,90471,90602,90272,90017,90203,90173,90363,90552
501240,MEK Hussey,M Vijay,SK Raina,JA Morkel,MS Dhoni,S Badrinath,S Anirudha,R Ashwin,DE Bollinger,SB Jakati,S Randiv,SR Watson,R Dravid,AL Menaria,J Botha,LRPL Taylor,AM Rahane,STR Binny,DH Yagnik,SK Warne,ND Doshi,SK Trivedi,90347,90334,90549,90232,90378,90499,90496,90440,90146,90526,90512,90569,90444,90052,90227,90316,90054,90579,90148,90551,90391,90550
